source	id	datetime	species	area_cover[-]	area_fraction[-]	n_tree[ha-1]	vol_tree[m3ha-1]	h_max[m]	h_min[m]	diam_ground[m]	diam_breast[m]	depth[m]	sla[m2kg-1]	lai[-]	crown_diam_ratio[-]	sap_fol_ratio[-]	branch_fraction[-]	DW_stem_wood[kgm-2]	DW_branch_wood[kgm-2]	DW_root_wood[kgm-2]
setup	0	2005-01-15 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
setup	0	2005-01-15 23:00:00	ACTO	1	0.254328	49.9959	57.0062	20	15.5854	0.805201	0.4	1.5	96.3155	0.0315738	20.1199	35.4241	0.200036	4.04358	1.01112	8.24714
setup	0	2005-01-15 23:00:00	:ALL:	1	1.09433	49.9959	57.0062	20	15.5854	0.805201	0.4	1.5	2472.32	17.6046	20.1199	35.4241	0.200036	4.04358	1.01112	8.24714
setup	0	2005-01-16 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	5.00676	1	0	0	0	0	0
setup	0	2005-01-16 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.5838	1	0	0	0	0	0
setup	0	2005-01-16 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
setup	0	2005-01-16 23:00:00	ACTO	1	0.254326	49.9956	57.0014	20	15.5854	0.805201	0.4	1.5	96.3155	0.0338637	20.1199	35.4241	0.200036	4.04318	1.01102	8.24633
setup	0	2005-01-16 23:00:00	:ALL:	1	1.09433	49.9956	57.0014	20	15.5854	0.805201	0.4	1.5	2472.32	17.6244	20.1199	35.4241	0.200036	4.04318	1.01102	8.24633
setup	0	2005-01-17 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	4.9849	1	0	0	0	0	0
setup	0	2005-01-17 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.6159	1	0	0	0	0	0
setup	0	2005-01-17 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
setup	0	2005-01-17 23:00:00	ACTO	1	0.254325	49.9953	56.997	20	15.5854	0.805201	0.4	1.5	96.3155	0.0363012	20.1199	35.4241	0.200036	4.04279	1.01093	8.24555
setup	0	2005-01-17 23:00:00	:ALL:	1	1.09433	49.9953	56.997	20	15.5854	0.805201	0.4	1.5	2472.32	17.6371	20.1199	35.4241	0.200036	4.04279	1.01093	8.24555
setup	0	2005-01-18 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	4.96215	1	0	0	0	0	0
setup	0	2005-01-18 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.6352	1	0	0	0	0	0
setup	0	2005-01-18 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
setup	0	2005-01-18 23:00:00	ACTO	1	0.254324	49.9951	56.9927	20	15.5854	0.805201	0.4	1.5	96.3155	0.0388941	20.1199	35.4241	0.200036	4.04242	1.01083	8.24478
setup	0	2005-01-18 23:00:00	:ALL:	1	1.09432	49.9951	56.9927	20	15.5854	0.805201	0.4	1.5	2472.32	17.6363	20.1199	35.4241	0.200036	4.04242	1.01083	8.24478
setup	0	2005-01-19 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	4.93846	1	0	0	0	0	0
setup	0	2005-01-19 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.6432	1	0	0	0	0	0
setup	0	2005-01-19 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
setup	0	2005-01-19 23:00:00	ACTO	1	0.254322	49.9948	56.9883	20	15.5854	0.805201	0.4	1.5	96.3155	0.0416509	20.1199	35.4241	0.200036	4.04203	1.01074	8.24398
setup	0	2005-01-19 23:00:00	:ALL:	1	1.09432	49.9948	56.9883	20	15.5854	0.805201	0.4	1.5	2472.32	17.6233	20.1199	35.4241	0.200036	4.04203	1.01074	8.24398
setup	0	2005-01-20 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	4.91381	1	0	0	0	0	0
