source,id,datetime,dC_ch4_emis[kgCha-1],dC_co2_emis_auto[kgCha-1],dC_co2_emis_hetero[kgCha-1],dC_doc_leach[kgCha-1],dN_don_leach[kgNha-1],dN_no3_leach[kgNha-1],dN_nh4_leach[kgNha-1],dN_no_emis[kgNha-1],dN_n2o_emis[kgNha-1],dN_n2_emis[kgNha-1],dN_nh3_emis[kgNha-1],dN_n2_fix[kgNha-1],dC_co2_fix[kgCha-1],dS_so4_leach[kgSha-1],dC_litter_above[kgCha-1],dC_litter_below[kgCha-1],dN_litter_above[kgNha-1],dN_litter_below[kgNha-1],dN_deposition[kgNha-1],dN_plant_uptake[kgNha-1],dN_mineral[kgNha-1],dN_nitrify[kgNha-1],dN_denitrify[kgNha-1],dN_chemodenitrify[kgNha-1],C_plants[kgCha-1],C_soil[kgCha-1],C_soil_20cm[kgCha-1],C_soil_30cm[kgCha-1],C_aorg[kgCha-1],C_litter_raw[kgCha-1],C_litter[kgCha-1],C_mic[kgCha-1],C_sol[kgCha-1],C_wood_above[kgCha-1],C_wood_below[kgCha-1],N_plants[kgNha-1],N_soil[kgNha-1],N_soil_20cm[kgNha-1],N_soil_30cm[kgNha-1],N_aorg[kgNha-1],N_litter_raw[kgNha-1],N_litter[kgNha-1],N_mic[kgNha-1],N_sol[kgNha-1],N_wood_above[kgNha-1],N_wood_below[kgNha-1],anvf_mean[-]
setup,0,2006-01-31 23:00:00,6.76092e-09,20.4399,11.3644,4.06137e-07,0,2.83393e-08,4.82553e-06,0.00137482,0.00528429,0.0325737,1.50955e-06,0,0,0,9.58825,4.08218,0.153036,0.0549858,0.0136271,0.932566,1.77158,1.12683,0.0740272,0.00132658,31646.5,257722,44212.3,63985.2,567.49,213.357,129.258,144.057,10.3915,5223.34,1258.96,567.362,43069.9,3591.47,6046.54,56.9093,4.86459,4.82619,12.3928,6.55632,91.2587,22.3812,0.361072
setup,0,2006-02-01 23:00:00,3.57496e-09,20.9268,10.0218,4.05142e-07,0,2.71962e-08,2.9766e-06,0.00127471,0.00545653,0.0345204,1.61697e-06,0,0,0,10.0122,4.10748,0.165181,0.0549887,0.0136256,1.02943,1.07077,0.788141,0.0749922,0.00127709,31666.1,257717,44211.9,63985,569.62,219.549,127.416,141.662,9.73239,5229.54,1259.01,567.752,43068.9,3591.38,6046.39,56.9909,5.00363,4.73959,12.1809,6.42591,91.3147,22.382,0.357303
setup,0,2006-02-02 23:00:00,3.50536e-09,20.2336,9.40934,4.00175e-07,0,4.59976e-10,1.38135e-06,0.00122857,0.00565401,0.0342557,1.77461e-06,0,0,0,10.4787,4.08426,0.178551,0.0550078,0.0136257,0.985214,1.03091,0.725718,0.0663435,0.00122695,31684.6,257712,44211.8,63985.1,571.197,226.193,125.67,139.433,9.84014,5235.75,1259.06,568.186,43068,3591.3,6046.25,57.0512,5.1558,4.65651,11.9695,6.36666,91.3709,22.3829,0.351303
setup,0,2006-02-03 23:00:00,4.28553e-09,19.5904,9.04013,3.98772e-07,0,2.57842e-08,7.32344e-07,0.00117111,0.00566123,0.032452,1.89425e-06,0,0,0,10.9896,4.06463,0.193213,0.0550332,0.0136257,0.958867,1.00342,0.668675,0.0586737,0.00115662,31703.4,257708,44211.8,63985.4,572.25,233.331,124.017,137.652,10.1835,5241.96,1259.12,568.594,43067.1,3591.23,6046.11,57.0717,5.3223,4.57688,11.7856,6.33947,91.4272,22.3839,0.347955
setup,0,2006-02-04 23:00:00,5.16311e-09,18.0795,8.90973,3.95635e-07,0,2.38014e-08,4.45584e-06,0.00111184,0.00547813,0.0299675,1.94498e-06,0,0,0,11.5475,4.00327,0.209232,0.055053,0.0136256,0.855535,0.958202,0.623144,0.0516528,0.00109067,31718.3,257703,44211.9,63985.7,572.879,241.006,122.45,136.185,10.5506,5248.19,1259.18,568.984,43066.3,3591.17,6045.99,57.1104,5.50442,4.50047,11.6273,6.36275,91.4836,22.3849,0.345257
setup,0,2006-02-05 23:00:00,5.74215e-09,17.1657,8.6267,3.92213e-07,0,2.01937e-08,8.69366e-06,0.00105777,0.0051826,0.0278371,1.94109e-06,0,0,0,12.1542,3.96101,0.226677,0.0550686,0.0136256,0.801546,0.938249,0.587822,0.0492742,0.00104678,31732.1,257699,44212.1,63986.2,573.166,249.263,120.968,135.081,10.9954,5254.41,1259.24,569.319,43065.6,3591.12,6045.88,57.123,5.70348,4.42726,11.5,6.40701,91.5401,22.386,0.341223
setup,0,2006-02-06 23:00:00,5.87849e-09,16.4757,8.50774,3.87934e-07,0,1.65516e-08,8.61363e-06,0.00101675,0.00486719,0.0261409,1.90637e-06,0,0,0,12.8122,3.92919,0.245606,0.0550729,0.0136257,0.833106,0.933965,0.5662,0.0467264,0.00102116,31745.5,257695,44212.5,63986.7,573.187,258.15,119.565,134.207,11.4654,5260.65,1259.3,569.624,43064.8,3591.06,6045.75,57.0972,5.92088,4.35702,11.3938,6.41865,91.5967,22.3871,0.336977
setup,0,2006-02-07 23:00:00,5.60144e-09,15.2136,8.38133,3.8245e-07,0,1.34608e-08,9.48022e-06,0.0009876,0.00462031,0.0246795,1.86772e-06,0,0,0,13.5237,3.87541,0.224215,0.04746,0.0136256,0.71518,0.901579,0.554622,0.0454673,0.001003,31755.6,257691,44212.9,63987.3,573.005,267.719,118.242,133.568,11.8535,5266.89,1259.37,569.931,43064.1,3591.01,6045.64,57.0892,6.10864,4.28978,11.3058,6.50001,91.6534,22.3883,0.333338
setup,0,2006-02-08 23:00:00,4.50831e-09,14.7586,8.18592,3.78325e-07,0,8.92055e-09,9.98016e-06,0.000963088,0.00444976,0.0236882,1.83071e-06,0,0,0,14.2898,3.85542,0.244148,0.0478161,0.0136256,0.72552,0.881201,0.534038,0.0463329,0.000994076,31767.2,257688,44213.4,63987.9,572.652,278.019,116.996,133.124,12.3152,5273.13,1259.44,570.179,43063.5,3590.97,6045.54,57.083,6.31615,4.22516,11.2377,6.54041,91.7101,22.3896,0.331131
setup,0,2006-02-09 23:00:00,3.13114e-09,13.8713,8.19974,3.74302e-07,0,6.67297e-09,1.08469e-05,0.000945165,0.00433922,0.0230465,1.79845e-06,0,0,0,15.1127,3.83432,0.290067,0.0517509,0.0136256,0.640375,0.859279,0.524252,0.0468872,0.000990292,31778.1,257684,44213.9,63988.6,572.163,289.106,115.827,132.696,12.7775,5279.38,1259.52,570.434,43062.9,3590.95,6045.47,57.0962,6.57291,4.16323,11.1733,6.6238,91.7669,22.3909,0.328455
