source,id,datetime,irri[mm],prec[mm],throughfall[mm],evapot[mm],potential_transpiration[mm],transp[mm],evacep[mm],evasoil[mm],evasurfacewater[mm],runoff[mm],percol[mm],infiltration[mm],groundwateraccess[mm],groundwaterloss[mm],capillaryrise[mm],snow_height[mm],snow[mmh2oeq],surfacewater[mm],soil_water[mm],root_soil_water[mm],leafwater[mm],soilwater_floor[%],soilwater_5cm[%],soilwater_10cm[%],soilwater_15cm[%],soilwater_20cm[%],soilwater_30cm[%],soilwater_40cm[%],soilwater_50cm[%],soilwater_60cm[%],soilwater_80cm[%],soilwater_100cm[%],soilwater_120cm[%],capillary_pressure_5cm[hPa],capillary_pressure_10cm[hPa],capillary_pressure_15cm[hPa],capillary_pressure_20cm[hPa],capillary_pressure_30cm[hPa],capillary_pressure_50cm[hPa],capillary_pressure_100cm[hPa],groundwaterdepth[m],irrigationreservoir[m],plant_waterdeficit[m]
setup,0,2006-02-17 23:00:00,0,1.11,1.11,4.02066,0,0,0,0.293347,0.167527,0,0,0.942473,0,0,0,0,0,0,616.068,0,0,48.4186,43.0747,43.0172,42.9621,42.9437,44.4884,44.7601,44.7778,42.6431,42.6407,42.6378,42.7113,2.94832,3.01325,3.07704,3.09868,3.93931,3.56224,316.512,99,0,0
setup,0,2006-02-18 23:00:00,0,0.48,0.48,4.02901,0,0,0,0.29402,0.167876,0,0,0.312124,0,0,0,0,0,0,616.086,0,0,48.199,43.1079,43.052,42.9938,42.9728,44.4724,44.7604,44.7782,42.6418,42.6405,42.639,42.7114,2.91149,2.97379,3.04021,3.06457,3.96147,3.56183,316.216,99,0,0
setup,0,2006-02-19 23:00:00,0,0.79,0.79,3.92648,0,0,0,0.273539,0.163603,0,0.680934,0.626397,0,0,0,0,0,0,615.758,0,0,43.3379,43.2741,43.2149,43.1312,43.0913,44.7534,44.7599,44.7788,42.6646,42.6523,42.6429,42.7089,2.73482,2.79631,2.886,2.92985,3.59235,3.56105,315.229,99,0,0
setup,0,2006-02-20 23:00:00,0,0.27,0.27,3.97178,0,0,0,0.273024,0.165491,0,0,0.104509,0,0,0,0,0,0,615.59,0,0,43.1634,43.147,43.1311,43.1084,43.0982,44.7362,44.76,44.7789,42.6576,42.6525,42.6467,42.7089,2.86874,2.88603,2.91095,2.9222,3.61376,3.56091,314.265,99,0,0
setup,0,2006-02-21 23:00:00,0,0.04,0.04,4.07166,0,0,0,0.284718,0.04,0,0,0,0,0,0,0,0,0,615.305,0,0,43.0021,43.0098,43.017,43.028,43.0361,44.718,44.76,44.7789,42.6545,42.652,42.6488,42.7089,3.02173,3.01354,3.00095,2.99178,3.63669,3.56091,313.742,99,0,0
setup,0,2006-02-22 23:00:00,0,0.85,0.85,4.22978,0,0,0,0.296023,0.176241,0,0,0.673759,0,0,0,0,0,0,615.683,0,0,46.1901,42.8988,42.9091,42.9439,42.9673,44.7005,44.7607,44.7796,42.6532,42.6519,42.6502,42.7092,3.15229,3.13991,3.09854,3.07097,3.65881,3.56004,313.394,99,0,0
setup,0,2006-02-23 23:00:00,0,3.36,3.36,4.35983,0,0,0,0.318059,0.181659,0,1.36172,3.17834,0,0,0,0,0,0,617.181,0,0,43.0876,43.7733,43.6799,43.5129,43.4216,44.9749,44.9292,44.8496,42.7009,42.6761,42.658,42.7059,2.27169,2.35136,2.50146,2.58792,3.32909,3.47527,311.449,99,0,0
setup,0,2006-02-24 23:00:00,0,1.8,1.8,3.97345,0,0,0,0.294226,0.16556,0,0.680767,1.63444,0,0,0,0,0,0,617.841,0,0,43.799,43.7375,43.6787,43.5924,43.5501,45.0399,45.0026,44.9334,42.7114,42.6896,42.6693,42.7047,2.30184,2.35232,2.4287,2.46714,3.25611,3.37674,308.646,99,0,0
setup,0,2006-02-25 23:00:00,0,5.56,5.56,3.61656,0,0,0,0.274294,0.30138,0,2.72247,5.25862,0,0,0,0,0,0,620.103,0,0,47.1048,42.8742,44.797,44.7004,44.6323,44.648,45.0406,45.0009,42.8066,42.7409,42.6912,42.7016,3.18204,1.56547,1.62101,1.66135,3.72601,3.29964,303.319,99,0,0
setup,0,2006-02-26 23:00:00,0,7.11,7.11,3.75819,0,0,0,0.304318,0.313182,0,4.76174,6.79682,0,0,0,0,0,0,621.833,0,0,43.1145,45.4468,45.4235,45.3301,45.2337,45.1013,45.072,45.0544,42.4614,42.7574,42.719,42.7046,1.23826,1.24874,1.29159,1.33735,3.18881,3.24,296.676,99,0,0
