source,id,datetime,irri[mm],prec[mm],throughfall[mm],evapot[mm],potential_transpiration[mm],transp[mm],evacep[mm],evasoil[mm],evasurfacewater[mm],runoff[mm],percol[mm],infiltration[mm],groundwateraccess[mm],groundwaterloss[mm],capillaryrise[mm],snow_height[mm],snow[mmh2oeq],surfacewater[mm],soil_water[mm],root_soil_water[mm],leafwater[mm],soilwater_floor[%],soilwater_5cm[%],soilwater_10cm[%],soilwater_15cm[%],soilwater_20cm[%],soilwater_30cm[%],soilwater_40cm[%],soilwater_50cm[%],soilwater_60cm[%],soilwater_80cm[%],soilwater_100cm[%],soilwater_120cm[%],capillary_pressure_5cm[hPa],capillary_pressure_10cm[hPa],capillary_pressure_15cm[hPa],capillary_pressure_20cm[hPa],capillary_pressure_30cm[hPa],capillary_pressure_50cm[hPa],capillary_pressure_100cm[hPa],groundwaterdepth[m],irrigationreservoir[m],plant_waterdeficit[m]
setup,0,2023-05-30 23:00:00,0,9.26303,9.26303,0,0,0,0,0,0,0,0,0,0,0,0,85.5438,17.1088,0,1070.37,0,0,31.5646,30.9431,30.9397,29.4025,29.3921,29.3488,35.1103,34.9219,34.7692,33.7727,39.5093,38.5175,0.0940201,0.094036,0.104567,0.104631,0.104895,0.0793458,0.0604488,99,0,0
setup,0,2023-05-31 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.5438,17.1088,0,1070.37,0,0,31.5649,30.934,30.9307,29.393,29.3789,29.3079,35.0185,34.8133,34.6594,33.7057,39.502,38.5582,0.0940624,0.0940776,0.104625,0.104711,0.105146,0.0798515,0.0604818,99,0,0
setup,0,2023-06-01 23:00:00,0,0.929679,0.929679,0,0,0,0,0,0,0,0,0,0,0,0,90.1922,18.0384,0,1070.37,0,0,31.5653,30.9229,30.9183,29.3771,29.3567,29.2606,34.9326,34.7172,34.5631,33.6452,39.4921,38.5917,0.0941137,0.0941354,0.104722,0.104847,0.105437,0.0803001,0.0605265,99,0,0
setup,0,2023-06-02 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.1922,18.0384,0,1070.37,0,0,31.5658,30.9072,30.9007,29.3558,29.329,29.2115,34.8521,34.6304,34.4769,33.5906,39.4806,38.6196,0.094187,0.0942171,0.104852,0.105017,0.105739,0.0807068,0.0605782,99,0,0
setup,0,2023-06-03 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.1922,18.0384,0,1070.37,0,0,31.5663,30.8862,30.878,29.3301,29.2975,29.1623,34.7765,34.5509,34.3987,33.541,39.4682,38.643,0.0942842,0.0943223,0.10501,0.10521,0.106044,0.0810799,0.0606337,99,0,0
setup,0,2023-06-04 23:00:00,0,9.13517,9.13517,0,0,0,0,0,0,0,0,0,0,0,0,135.868,27.1736,0,1070.37,0,0,31.5667,30.8607,30.851,29.3007,29.2633,29.1136,34.7054,34.4776,34.327,33.4955,39.4555,38.6627,0.0944031,0.0944483,0.10519,0.10542,0.106345,0.0814247,0.0606909,99,0,0
setup,0,2023-06-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.868,27.1736,0,1070.37,0,0,31.5672,30.8311,30.8202,29.2684,29.227,29.0658,34.6383,34.4095,34.2608,33.4536,39.4427,38.6794,0.0945405,0.0945917,0.105389,0.105644,0.106643,0.0817456,0.0607487,99,0,0
setup,0,2023-06-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.868,27.1736,0,1070.37,0,0,31.5677,30.7984,30.7864,29.2338,29.1892,29.0189,34.5748,34.346,34.1994,33.4148,39.4299,38.6938,0.0946933,0.0947493,0.105602,0.105877,0.106935,0.0820456,0.0608063,99,0,0
setup,0,2023-06-07 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.868,27.1736,0,1070.37,0,0,31.5682,30.763,30.7502,29.1975,29.1504,28.973,34.5144,34.2864,34.142,33.3785,39.4172,38.7062,0.0948584,0.0949183,0.105826,0.106118,0.107223,0.0823275,0.0608631,99,0,0
setup,0,2023-06-08 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.868,27.1736,0,1070.37,0,0,31.5687,30.7256,30.7121,29.1598,29.1107,28.928,34.457,34.2303,34.0881,33.3446,39.4048,38.717,0.0950333,0.0950963,0.106059,0.106364,0.107505,0.0825937,0.0609189,99,0,0
