row,time,.lai.sim.val
584,2019-08-08T23:00:00,0.6613479999999999
585,2019-08-09T23:00:00,0.611498
586,2019-08-10T23:00:00,0.56185
587,2019-08-11T23:00:00,0.512824
588,2019-08-12T23:00:00,0.46423000000000003
589,2019-08-13T23:00:00,0.416984
590,2019-08-14T23:00:00,0.370868
591,2019-08-15T23:00:00,0.326086
592,2019-08-16T23:00:00,0.283364
593,2019-08-17T23:00:00,0.24291300000000002
594,2019-08-18T23:00:00,0.205004
595,2019-08-19T23:00:00,0.169776
596,2019-08-20T23:00:00,0.13752
597,2019-08-21T23:00:00,0.10844300000000001
598,2019-08-22T23:00:00,0.0827025
599,2019-08-23T23:00:00,0.0603818
600,2019-08-24T23:00:00,0.0415483
601,2019-08-25T23:00:00,0.026268
602,2019-08-26T23:00:00,0.0145494
603,2019-08-27T23:00:00,0.00632163
604,2019-08-28T23:00:00,0.00151092
605,2019-08-29T23:00:00,0.0
606,2019-08-30T23:00:00,0.0
607,2019-08-31T23:00:00,0.0
608,2019-09-01T23:00:00,0.0
609,2019-09-02T23:00:00,0.0
610,2019-09-03T23:00:00,0.0
611,2019-09-04T23:00:00,0.0
612,2019-09-05T23:00:00,0.0
613,2019-09-06T23:00:00,0.0
614,2019-09-07T23:00:00,0.0
615,2019-09-08T23:00:00,0.0
616,2019-09-09T23:00:00,0.0
617,2019-09-10T23:00:00,0.0
618,2019-09-11T23:00:00,0.0
619,2019-09-12T23:00:00,0.0
620,2019-09-13T23:00:00,0.0
621,2019-09-14T23:00:00,0.0
622,2019-09-15T23:00:00,0.0
623,2019-09-16T23:00:00,0.0
624,2019-09-17T23:00:00,0.0
625,2019-09-18T23:00:00,0.0042415
626,2019-09-19T23:00:00,0.00532475
627,2019-09-20T23:00:00,0.00666437
628,2019-09-21T23:00:00,0.00831346
629,2019-09-22T23:00:00,0.00826911
630,2019-09-23T23:00:00,0.00822937
631,2019-09-24T23:00:00,0.00819526
632,2019-09-25T23:00:00,0.0102303
